typedag,dienstnummer et,type,duur,start,einde,loop,intern loopnummer,lijn,var,rit,voertuig,vertrek,vertrek plaatscode,aankomst,aankomst plaatscode,afstand,AT,VT,dienstnummer
"34/0","VHO+4106","STA","00u02","13u33","13u35",,,,,,,,,,,,"04u28","01u26","4406"
"34/0","VHO+4106","RIT","00u40","13u35","14u15","4605","4605U1212","50","04b","442","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.452,"04u28","01u26","4406"
"34/0","VHO+4106","STA","00u33","14u15","14u48",,,,,,,,,,,,"04u28","01u26","4406"
"34/0","VHO+4106","RIT","00u38","14u48","15u26","4605","4605U1212","50","01a","551","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"04u28","01u26","4406"
"34/0","VHO+4106","STA","00u02","15u26","15u28",,,,,,,,,,,,"04u28","01u26","4406"
"34/0","VHO+4106","RIT","00u54","15u28","16u22","4605","4605U1212","50","03","553","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.596,"04u28","01u26","4406"
"34/0","VHO+4106","STA","00u19","16u22","16u41",,,,,,,,,,,,"04u28","01u26","4406"
"34/0","VHO+4106","RIT","00u54","16u41","17u35","4605","4605U1212","50","02","690","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.903,"04u28","01u26","4406"
"34/0","VHO+4106","LED","00u14","17u35","17u49","4605","4605U1212",,,,"geleed","Eeklo Station","EEKstn","Garage Van Hoorebeke","VHO276",9.9,"04u28","01u26","4406"
"34/0","VHO+4106","ANA","00u10","17u49","17u59",,,,,,,,,,,,"04u28","01u26","4406"
"21/0","VHO+2114","RIT","00u38","07u24","08u02","4506","4506U0722","871","01c","51","standaard","Maldegem Markt","MDGmkt","Aalter Station","AATstn",17.081,"01u56","01u06","2114"
"21/0","VHO+2114","LED","00u20","08u02","08u22","4506","4506U0722",,,,"standaard","Aalter Station","AATstn","Garage Van Hoorebeke","VHO276",14.096,"01u56","01u06","2114"
"21/0","VHO+2114","ONE","07u21","08u52","16u13",,,,,,,,,,,,"01u56","01u06","2114"
"21/0","VHO+2114","ATU","00u15","16u13","16u28",,,,,,,,,,,,"01u56","01u06","2114"
"21/0","VHO+2114","LED","00u02","16u28","16u30","4511","4511U1628",,,,"standaard","Garage Van Hoorebeke","VHO276","Maldegem Markt","MDGmkt",1.885,"01u56","01u06","2114"
"21/0","VHO+2110","ATU","00u15","14u24","14u39",,,,,,,,,,,,"04u09","01u44","2110"
"21/0","VHO+2110","LED","00u30","14u39","15u09","4612","4612U1439",,,,"geleed","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"04u09","01u44","2110"
"21/0","VHO+2110","RIT","00u58","15u09","16u07","4612","4612U1439","50","02","670","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"04u09","01u44","2110"
"21/0","VHO+2110","STA","00u02","16u07","16u09",,,,,,,,,,,,"04u09","01u44","2110"
"21/0","VHO+2110","RIT","00u45","16u09","16u54","4612","4612U1439","50","04b","672","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"04u09","01u44","2110"
"21/0","VHO+2110","LED","00u11","16u54","17u05","4612","4612U1439",,,,"geleed","Gent Sint-Pietersstation","GNTs2a","Zwijnaarde TP Civiele Techniek","ZWNtpc",4.772,"04u09","01u44","2110"
"21/0","VHO+2110","STA","00u23","17u05","17u28",,,,,,,,,,,,"04u09","01u44","2110"
"21/0","VHO+2110","RIT","01u00","17u28","18u28","4612","4612U1439","50","01","861","geleed","Zwijnaarde TP Civiele Techniek","ZWNtpc","Eeklo Station","EEKstn",26.742,"04u09","01u44","2110"
"21/0","VHO+2110","STA","00u02","18u28","18u30",,,,,,,,,,,,"04u09","01u44","2110"
"21/0","VHO+2110","RIT","00u53","18u30","19u23","4612","4612U1439","50","03","863","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"04u09","01u44","2110"
"21/0","VHO+2110","LED","00u30","19u23","19u53","4612","4612U1439",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"04u09","01u44","2110"
"21/0","VHO+2110","ANA","00u10","19u53","20u03",,,,,,,,,,,,"04u09","01u44","2110"
"21/0","VHO+2109","AVO","00u05","06u48","06u53",,,,,,,,,,,,"05u05","01u51","2109"
"21/0","VHO+2109","LED","00u36","06u53","07u29","4503","4503U0653",,,,"standaard","Garage Van Hoorebeke","VHO276","Wingene Dorp","WINdor",23.901,"05u05","01u51","2109"
"21/0","VHO+2109","RIT","00u34","07u29","08u03","4503","4503U0653","881","02","10","standaard","Wingene Dorp","WINdor","Aalter Station","AATstn",18.351,"05u05","01u51","2109"
"21/0","VHO+2109","LED","00u20","08u03","08u23","4503","4503U0653",,,,"standaard","Aalter Station","AATstn","Garage Van Hoorebeke","VHO276",14.096,"05u05","01u51","2109"
"21/0","VHO+2109","ONE","04u32","08u23","12u55",,,,,,,,,,,,"05u05","01u51","2109"
"21/0","VHO+2109","ATU","00u15","12u55","13u10",,,,,,,,,,,,"05u05","01u51","2109"
"21/0","VHO+2109","LED","00u30","13u10","13u40","4610","4610U1310",,,,"geleed","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"05u05","01u51","2109"
"21/0","VHO+2109","RIT","00u53","13u40","14u33","4610","4610U1310","50","02","580","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u05","01u51","2109"
"21/0","VHO+2109","STA","00u02","14u33","14u35",,,,,,,,,,,,"05u05","01u51","2109"
"21/0","VHO+2109","RIT","00u40","14u35","15u15","4610","4610U1310","50","04b","582","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"05u05","01u51","2109"
"21/0","VHO+2109","LED","00u11","15u15","15u26","4610","4610U1310",,,,"geleed","Gent Sint-Pietersstation","GNTs2a","Zwijnaarde TP Civiele Techniek","ZWNtpc",4.772,"05u05","01u51","2109"
"21/0","VHO+2109","STA","00u28","15u26","15u54",,,,,,,,,,,,"05u05","01u51","2109"
"21/0","VHO+2109","RIT","00u59","15u54","16u53","4610","4610U1310","50","01","721","geleed","Zwijnaarde TP Civiele Techniek","ZWNtpc","Eeklo Station","EEKstn",26.742,"05u05","01u51","2109"
"21/0","VHO+2109","STA","00u02","16u53","16u55",,,,,,,,,,,,"05u05","01u51","2109"
"21/0","VHO+2109","RIT","01u00","16u55","17u55","4610","4610U1310","50","03","723","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u05","01u51","2109"
"21/0","VHO+2109","STA","00u07","17u55","18u02",,,,,,,,,,,,"05u05","01u51","2109"
"21/0","VHO+2109","RIT","00u59","18u02","19u01","4610","4610U1310","50","02","910","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u05","01u51","2109"
"21/0","VHO+2109","LED","00u14","19u01","19u15","4610","4610U1310",,,,"geleed","Eeklo Station","EEKstn","Garage Van Hoorebeke","VHO276",9.9,"05u05","01u51","2109"
"21/0","VHO+2109","ANA","00u10","19u15","19u25",,,,,,,,,,,,"05u05","01u51","2109"
"21/0","VHO+2108","AVO","00u05","06u32","06u37",,,,,,,,,,,,"04u01","02u22","2108"
"21/0","VHO+2108","LED","00u42","06u37","07u19","4605","4605U0637",,,,"geleed","Garage Van Hoorebeke","VHO276","Drongen Rotonde","DROrot",25.662,"04u01","02u22","2108"
"21/0","VHO+2108","RIT","00u41","07u19","08u00","4605","4605U0637","50","11","181","geleed","Drongen Rotonde","DROrot","Eeklo Watertoren","EEKwat",18.597,"04u01","02u22","2108"
"21/0","VHO+2108","LED","00u15","08u00","08u15","4605","4605U0637",,,,"geleed","Eeklo Watertoren","EEKwat","Garage Van Hoorebeke","VHO276",9.647,"04u01","02u22","2108"
"21/0","VHO+2108","ONE","03u37","08u15","11u52",,,,,,,,,,,,"04u01","02u22","2108"
"21/0","VHO+2108","ATU","00u15","11u52","12u07",,,,,,,,,,,,"04u01","02u22","2108"
"21/0","VHO+2108","LED","00u41","12u07","12u48","4608","4608U1207",,,,"geleed","Garage Van Hoorebeke","VHO276","Gent Sint Pietersstation","GNTs1a",30.075,"04u01","02u22","2108"
"21/0","VHO+2108","RIT","00u40","12u48","13u28","4608","4608U1207","50","01a","521","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"04u01","02u22","2108"
"21/0","VHO+2108","STA","00u02","13u28","13u30",,,,,,,,,,,,"04u01","02u22","2108"
"21/0","VHO+2108","RIT","00u54","13u30","14u24","4608","4608U1207","50","03","523","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"04u01","02u22","2108"
"21/0","VHO+2108","STA","01u13","14u24","15u37",,,,,,,,,,,,"04u01","02u22","2108"
"21/0","VHO+2108","RIT","01u01","15u37","16u38","4608","4608U1207","50","02","700","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"04u01","02u22","2108"
"21/0","VHO+2108","STA","00u02","16u38","16u40",,,,,,,,,,,,"04u01","02u22","2108"
"21/0","VHO+2108","RIT","00u45","16u40","17u25","4608","4608U1207","50","04b","702","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"04u01","02u22","2108"
"21/0","VHO+2108","LED","00u44","17u25","18u09","4608","4608U1207",,,,"geleed","Gent Sint-Pietersstation","GNTs2a","Garage Van Hoorebeke","VHO276",36.848,"04u01","02u22","2108"
"21/0","VHO+2108","ANA","00u10","18u09","18u19",,,,,,,,,,,,"04u01","02u22","2108"
"21/0","VHO+2107","AVO","00u05","06u29","06u34",,,,,,,,,,,,"04u38","01u16","2107"
"21/0","VHO+2107","LED","00u14","06u34","06u48","4604","4604U0634",,,,"geleed","Garage Van Hoorebeke","VHO276","Eeklo Station","EEKstn",9.673,"04u38","01u16","2107"
"21/0","VHO+2107","RIT","00u56","06u48","07u44","4604","4604U0634","50","03","111","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"04u38","01u16","2107"
"21/0","VHO+2107","LED","00u30","07u44","08u14","4604","4604U0634",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"04u38","01u16","2107"
"21/0","VHO+2107","ONE","02u40","08u14","10u54",,,,,,,,,,,,"04u38","01u16","2107"
"21/0","VHO+2107","ATU","00u15","10u54","11u09",,,,,,,,,,,,"04u38","01u16","2107"
"21/0","VHO+2107","LED","00u30","11u09","11u39","4507","4507U1109",,,,"standaard","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"04u38","01u16","2107"
"21/0","VHO+2107","RIT","00u53","11u39","12u32","4507","4507U1109","50","02","410","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"04u38","01u16","2107"
"21/0","VHO+2107","STA","00u02","12u32","12u34",,,,,,,,,,,,"04u38","01u16","2107"
"21/0","VHO+2107","RIT","00u40","12u34","13u14","4507","4507U1109","50","04b","412","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"04u38","01u16","2107"
"21/0","VHO+2107","STA","00u34","13u14","13u48",,,,,,,,,,,,"04u38","01u16","2107"
"21/0","VHO+2107","RIT","00u40","13u48","14u28","4507","4507U1109","50","01a","591","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"04u38","01u16","2107"
"21/0","VHO+2107","STA","00u02","14u28","14u30",,,,,,,,,,,,"04u38","01u16","2107"
"21/0","VHO+2107","RIT","00u54","14u30","15u24","4507","4507U1109","50","03","593","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"04u38","01u16","2107"
"21/0","VHO+2107","STA","00u57","15u24","16u21",,,,,,,,,,,,"04u38","01u16","2107"
"21/0","VHO+2107","RIT","00u35","16u21","16u56","4507","4507U1109","50","02a","750","standaard","Brugge Station","BGGstn","Maldegem Station","MDGstn",17.863,"04u38","01u16","2107"
"21/0","VHO+2107","LED","00u02","16u56","16u58","4507","4507U1109",,,,"standaard","Maldegem Station","MDGstn","Garage Van Hoorebeke","VHO276",0.6860000000000001,"04u38","01u16","2107"
"21/0","VHO+2107","ANA","00u10","16u58","17u08",,,,,,,,,,,,"04u38","01u16","2107"
"21/0","VHO+2106","AVO","00u05","06u23","06u28",,,,,,,,,,,,"04u01","00u44","2106"
"21/0","VHO+2106","LED","00u03","06u28","06u31","4603","4603U0628",,,,"geleed","Garage Van Hoorebeke","VHO276","Maldegem Station","MDGstn",1.387,"04u01","00u44","2106"
"21/0","VHO+2106","RIT","00u29","06u31","07u00","4603","4603U0628","50","03a","81","geleed","Maldegem Station","MDGstn","Brugge Station","BGGstn",17.919,"04u01","00u44","2106"
"21/0","VHO+2106","STA","00u05","07u00","07u05",,,,,,,,,,,,"04u01","00u44","2106"
"21/0","VHO+2106","RIT","00u56","07u05","08u01","4603","4603U0628","50","02","120","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"04u01","00u44","2106"
"21/0","VHO+2106","STA","00u02","08u01","08u03",,,,,,,,,,,,"04u01","00u44","2106"
"21/0","VHO+2106","RIT","01u02","08u03","09u05","4603","4603U0628","50","04a","122","geleed","Eeklo Station","EEKstn","Zwijnaarde TP Civiele Techniek","ZWNtpc",27.415,"04u01","00u44","2106"
"35/0","VHO+4112","AVO","00u05","18u36","18u41",,,,,,,,,,,,"04u21","01u40","4512"
"35/0","VHO+4112","LED","00u30","18u41","19u11","4504","4504U1841",,,,"standaard","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"04u21","01u40","4512"
"35/0","VHO+4112","RIT","00u46","19u11","19u57","4504","4504U1841","50","02","840","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.903,"04u21","01u40","4512"
"35/0","VHO+4112","STA","00u02","19u57","19u59",,,,,,,,,,,,"04u21","01u40","4512"
"35/0","VHO+4112","RIT","00u37","19u59","20u36","4504","4504U1841","50","04b","842","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.452,"04u21","01u40","4512"
"35/0","VHO+4112","STA","00u42","20u36","21u18",,,,,,,,,,,,"04u21","01u40","4512"
"35/0","VHO+4112","RIT","00u35","21u18","21u53","4504","4504U1841","50","01a","901","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"04u21","01u40","4512"
"35/0","VHO+4112","STA","00u02","21u53","21u55",,,,,,,,,,,,"04u21","01u40","4512"
"35/0","VHO+4112","RIT","00u47","21u55","22u42","4504","4504U1841","50","03","903","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.596,"04u21","01u40","4512"
"35/0","VHO+4112","STA","00u05","22u42","22u47",,,,,,,,,,,,"04u21","01u40","4512"
"35/0","VHO+4112","RIT","00u44","22u47","23u31","4504","4504U1841","50","02","920","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.903,"04u21","01u40","4512"
"21/0","VHO+2114","RIT","01u18","16u30","17u48","4511","4511U1628","871","01","91","standaard","Maldegem Markt","MDGmkt","Deinze Station","DEIstn",35.519,"01u56","01u06","2114"
"21/0","VHO+2114","LED","00u42","17u48","18u30","4511","4511U1628",,,,"standaard","Deinze Station","DEIstn","Garage Van Hoorebeke","VHO276",29.849,"01u56","01u06","2114"
"21/0","VHO+2114","ANA","00u10","18u30","18u40",,,,,,,,,,,,"01u56","01u06","2114"
"21/0","VHO+2113","AVO","00u05","07u16","07u21",,,,,,,,,,,,"04u00","01u55","2113"
"21/0","VHO+2113","LED","00u05","07u21","07u26","4607","4607U0721",,,,"geleed","Garage Van Hoorebeke","VHO276","Maldegem Markt","MDGmk2",3.502,"04u00","01u55","2113"
"21/0","VHO+2113","RIT","00u34","07u26","08u00","4607","4607U0721","50","10","160","geleed","Maldegem Markt","MDGmk2","Eeklo Watertoren","EEKwat",15.37,"04u00","01u55","2113"
"21/0","VHO+2113","LED","00u15","08u00","08u15","4607","4607U0721",,,,"geleed","Eeklo Watertoren","EEKwat","Garage Van Hoorebeke","VHO276",9.647,"04u00","01u55","2113"
"35/0","VHO+4112","LED","00u40","23u31","24u11","4504","4504U1841",,,,"standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",27.352,"04u21","01u40","4512"
"35/0","VHO+4112","STA","00u31","24u11","24u42",,,,,,,,,,,,"04u21","01u40","4512"
"35/0","VHO+4112","RIT","00u25","24u42","25u07","4504","4504U1841","50","02a","960","standaard","Brugge Station","BGGstn","Maldegem Station","MDGstn",17.864,"04u21","01u40","4512"
"35/0","VHO+4112","STA","00u06","25u07","25u13",,,,,,,,,,,,"04u21","01u40","4512"
"35/0","VHO+4112","RIT","00u27","25u13","25u40","4504","4504U1841","50","03a","1001","standaard","Maldegem Station","MDGstn","Brugge Station","BGGstn",17.918,"04u21","01u40","4512"
"35/0","VHO+4112","LED","00u30","25u40","26u10","4504","4504U1841",,,,"standaard","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"04u21","01u40","4512"
"35/0","VHO+4112","ANA","00u10","26u10","26u20",,,,,,,,,,,,"04u21","01u40","4512"
"35/0","VHO+4111","AVO","00u05","17u18","17u23",,,,,,,,,,,,"04u57","01u27","4511"
"35/0","VHO+4111","LED","00u14","17u23","17u37","4503","4503U1723",,,,"standaard","Garage Van Hoorebeke","VHO276","Eeklo Station","EEKstn",9.673,"04u57","01u27","4511"
"35/0","VHO+4111","RIT","00u40","17u37","18u17","4503","4503U1723","50","04b","692","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.452,"04u57","01u27","4511"
"35/0","VHO+4111","STA","00u40","18u17","18u57",,,,,,,,,,,,"04u57","01u27","4511"
"35/0","VHO+4111","RIT","00u59","18u57","19u56","4503","4503U1723","50","07","811","standaard","Gent Sint Pietersstation","GNTs1a","Maldegem Markt","MDGmkt",33.707,"04u57","01u27","4511"
"35/0","VHO+4111","LED","00u26","19u56","20u22","4503","4503U1723",,,,"standaard","Maldegem Markt","MDGmkt","Brugge Station","BGGstn",17.547,"04u57","01u27","4511"
"35/0","VHO+4111","STA","00u20","20u22","20u42",,,,,,,,,,,,"04u57","01u27","4511"
"35/0","VHO+4111","RIT","00u44","20u42","21u26","4503","4503U1723","50","02","880","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.903,"04u57","01u27","4511"
"35/0","VHO+4111","STA","00u02","21u26","21u28",,,,,,,,,,,,"04u57","01u27","4511"
"35/0","VHO+4111","RIT","00u36","21u28","22u04","4503","4503U1723","50","04b","882","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.452,"04u57","01u27","4511"
"35/0","VHO+4111","STA","01u14","22u04","23u18",,,,,,,,,,,,"04u57","01u27","4511"
"35/0","VHO+4111","RIT","00u59","23u18","24u17","4503","4503U1723","50","07","941","standaard","Gent Sint Pietersstation","GNTs1a","Maldegem Markt","MDGmkt",33.707,"04u57","01u27","4511"
"35/0","VHO+4111","LED","00u45","24u17","25u02","4503","4503U1723",,,,"standaard","Maldegem Markt","MDGmkt","Gent Sint Pietersstation","GNTs1a",47.989,"04u57","01u27","4511"
"35/0","VHO+4111","STA","00u16","25u02","25u18",,,,,,,,,,,,"04u57","01u27","4511"
"35/0","VHO+4111","RIT","00u59","25u18","26u17","4503","4503U1723","50","07","991","standaard","Gent Sint Pietersstation","GNTs1a","Maldegem Markt","MDGmkt",33.707,"04u57","01u27","4511"
"35/0","VHO+4111","LED","00u02","26u17","26u19","4503","4503U1723",,,,"standaard","Maldegem Markt","MDGmkt","Garage Van Hoorebeke","VHO276",0.414,"04u57","01u27","4511"
"35/0","VHO+4111","ANA","00u10","26u19","26u29",,,,,,,,,,,,"04u57","01u27","4511"
"21/0","VHO+2106","LED","00u11","09u05","09u16","4603","4603U0628",,,,"geleed","Zwijnaarde TP Civiele Techniek","ZWNtpc","Gent Sint Pietersstation","GNTs1a",3.759,"04u01","00u44","2106"
"21/0","VHO+2106","STA","01u02","09u16","10u18",,,,,,,,,,,,"04u01","00u44","2106"
"21/0","VHO+2106","RIT","00u40","10u18","10u58","4603","4603U0628","50","01a","351","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"04u01","00u44","2106"
"21/0","VHO+2106","STA","00u02","10u58","11u00",,,,,,,,,,,,"04u01","00u44","2106"
"21/0","VHO+2106","RIT","00u54","11u00","11u54","4603","4603U0628","50","03","353","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"04u01","00u44","2106"
"21/0","VHO+2106","LED","00u30","11u54","12u24","4603","4603U0628",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"04u01","00u44","2106"
"21/0","VHO+2106","ANA","00u10","12u24","12u34",,,,,,,,,,,,"04u01","00u44","2106"
"21/0","VHO+2105","AVO","00u05","05u56","06u01",,,,,,,,,,,,"03u37","02u29","2105"
"21/0","VHO+2105","LED","00u41","06u01","06u42","4602","4602U0601",,,,"geleed","Garage Van Hoorebeke","VHO276","Gent Sint Pietersstation","GNTs1a",30.075,"03u37","02u29","2105"
"21/0","VHO+2105","RIT","00u36","06u42","07u18","4602","4602U0601","50","01a","91","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"03u37","02u29","2105"
"21/0","VHO+2105","STA","00u02","07u18","07u20",,,,,,,,,,,,"03u37","02u29","2105"
"21/0","VHO+2105","RIT","01u03","07u20","08u23","4602","4602U0601","50","03","93","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"03u37","02u29","2105"
"21/0","VHO+2105","LED","00u30","08u23","08u53","4602","4602U0601",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"03u37","02u29","2105"
"21/0","VHO+2105","ONE","06u28","08u53","15u21",,,,,,,,,,,,"03u37","02u29","2105"
"21/0","VHO+2105","ATU","00u15","15u21","15u36",,,,,,,,,,,,"03u37","02u29","2105"
"21/0","VHO+2105","LED","00u48","15u36","16u24","4613","4613U1536",,,,"geleed","Garage Van Hoorebeke","VHO276","Zwijnaarde TP Civiele Techniek","ZWNtpc",38,"03u37","02u29","2105"
"21/0","VHO+2105","RIT","00u59","16u24","17u23","4613","4613U1536","50","01","781","geleed","Zwijnaarde TP Civiele Techniek","ZWNtpc","Eeklo Station","EEKstn",26.742,"03u37","02u29","2105"
"21/0","VHO+2105","STA","00u02","17u23","17u25",,,,,,,,,,,,"03u37","02u29","2105"
"21/0","VHO+2105","RIT","00u59","17u25","18u24","4613","4613U1536","50","03","783","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"03u37","02u29","2105"
"21/0","VHO+2105","LED","00u30","18u24","18u54","4613","4613U1536",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"03u37","02u29","2105"
"21/0","VHO+2105","ANA","00u10","18u54","19u04",,,,,,,,,,,,"03u37","02u29","2105"
"21/0","VHO+2104","AVO","00u05","05u54","05u59",,,,,,,,,,,,"03u28","02u02","2104"
"21/0","VHO+2104","LED","00u41","05u59","06u40","4601","4601U0559",,,,"geleed","Garage Van Hoorebeke","VHO276","Gent Sint Pietersstation","GNTs1a",30.075,"03u28","02u02","2104"
"21/0","VHO+2104","RIT","00u32","06u40","07u12","4601","4601U0559","801","01a","11","geleed","Gent Sint Pietersstation","GNTs1a","Nevele Stelplaats","NEVstl",16.053,"03u28","02u02","2104"
"21/0","VHO+2104","LED","00u06","07u12","07u18",,"4601U0559",,,,"geleed","Nevele Stelplaats","NEVstl","Lotenhulle Guldensporenplein","LOHgul",6.195,"03u28","02u02","2104"
"21/0","VHO+2104","STA","00u15","07u18","07u33",,,,,,,,,,,,"03u28","02u02","2104"
"21/0","VHO+2104","RIT","00u34","07u33","08u07",,"4601U0559","883","01","31","geleed","Lotenhulle Guldensporenplein","LOHgul","Tielt Station","TLTstn",17.804,"03u28","02u02","2104"
"21/0","VHO+2104","LED","00u35","08u07","08u42",,"4601U0559",,,,"geleed","Tielt Station","TLTstn","Garage Van Hoorebeke","VHO276",31,"03u28","02u02","2104"
"21/0","VHO+2104","ONE","06u08","08u42","14u50",,,,,,,,,,,,"03u28","02u02","2104"
"21/0","VHO+2104","ATU","00u15","14u50","15u05",,,,,,,,,,,,"03u28","02u02","2104"
"21/0","VHO+2104","LED","00u20","15u05","15u25","4509","4509U1505",,,,"standaard","Garage Van Hoorebeke","VHO276","Aalter Station","AATstn",14.782,"03u28","02u02","2104"
"21/0","VHO+2104","RIT","00u36","15u25","16u01","4509","4509U1505","884","01","111","standaard","Aalter Station","AATstn","Tielt Station","TLTstn",18.386,"03u28","02u02","2104"
"21/0","VHO+2104","STA","00u38","16u01","16u39",,,,,,,,,,,,"03u28","02u02","2104"
"21/0","VHO+2104","RIT","00u36","16u39","17u15","4509","4509U1505","884","02","130","standaard","Tielt Station","TLTstn","Aalter Station","AATstn",17.861,"03u28","02u02","2104"
"21/0","VHO+2104","STA","00u10","17u15","17u25",,,,,,,,,,,,"03u28","02u02","2104"
"21/0","VHO+2104","RIT","00u36","17u25","18u01","4509","4509U1505","884","01","141","standaard","Aalter Station","AATstn","Tielt Station","TLTstn",18.386,"03u28","02u02","2104"
"21/0","VHO+2104","STA","00u40","18u01","18u41",,,,,,,,,,,,"03u28","02u02","2104"
"21/0","VHO+2104","RIT","00u34","18u41","19u15","4509","4509U1505","884","02","170","standaard","Tielt Station","TLTstn","Aalter Station","AATstn",17.861,"03u28","02u02","2104"
"21/0","VHO+2104","LED","00u20","19u15","19u35","4509","4509U1505",,,,"standaard","Aalter Station","AATstn","Garage Van Hoorebeke","VHO276",14.096,"03u28","02u02","2104"
"21/0","VHO+2104","ANA","00u10","19u35","19u45",,,,,,,,,,,,"03u28","02u02","2104"
"21/0","VHO+2103","AVO","00u05","05u03","05u08",,,,,,,,,,,,"06u16","01u00","2103"
"21/0","VHO+2103","LED","00u30","05u08","05u38","4501","4501U0508",,,,"standaard","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"06u16","01u00","2103"
"21/0","VHO+2103","RIT","00u46","05u38","06u24","4501","4501U0508","50","02","30","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"06u16","01u00","2103"
"21/0","VHO+2103","STA","00u02","06u24","06u26",,,,,,,,,,,,"06u16","01u00","2103"
"21/0","VHO+2103","RIT","00u39","06u26","07u05","4501","4501U0508","50","04b","32","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"06u16","01u00","2103"
"21/0","VHO+2103","STA","00u09","07u05","07u14",,,,,,,,,,,,"06u16","01u00","2103"
"21/0","VHO+2103","RIT","00u43","07u14","07u57","4501","4501U0508","50","01a","151","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"06u16","01u00","2103"
"21/0","VHO+2103","STA","00u02","07u57","07u59",,,,,,,,,,,,"06u16","01u00","2103"
"21/0","VHO+2103","RIT","01u01","07u59","09u00","4501","4501U0508","50","03","153","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"06u16","01u00","2103"
"21/0","VHO+2103","STA","00u41","09u00","09u41",,,,,,,,,,,,"06u16","01u00","2103"
"21/0","VHO+2103","RIT","00u53","09u41","10u34","4501","4501U0508","50","02","290","standaard","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"06u16","01u00","2103"
"21/0","VHO+2103","STA","00u02","10u34","10u36",,,,,,,,,,,,"06u16","01u00","2103"
"21/0","VHO+2103","RIT","00u40","10u36","11u16","4501","4501U0508","50","04b","292","standaard","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"06u16","01u00","2103"
